t,path_0,path_1,path_2,path_3,path_4
0.156,0.170096,0.22826,-0.118685,0.334185,-0.757759
0.158,0.148369,0.257318,-0.178613,0.326615,-0.796489
0.16,0.159638,0.297191,-0.14672,0.328394,-0.770096
0.162,0.146626,0.209993,-0.164492,0.250543,-0.709706
0.164,0.144468,0.215185,-0.134443,0.244015,-0.692845
0.166,0.13771,0.234484,-0.0583006,0.253228,-0.602782
0.168,0.154151,0.292762,-0.0533492,0.320589,-0.638545
0.17,0.0799621,0.301988,-0.057815,0.302324,-0.663298
0.172,0.00984952,0.243843,0.0237477,0.315367,-0.617238
0.174,0.0277673,0.213937,-0.0105525,0.277628,-0.588226
0.176,-0.0048067,0.14943,-0.0699452,0.193928,-0.692885
0.178,-0.0161783,0.126319,-0.0228366,0.244647,-0.708592
0.18,0.00371009,0.162553,0.034365,0.172777,-0.742928
0.182,-0.0307554,0.139226,0.0644834,0.105475,-0.721872
0.184,-0.0250375,0.163459,0.0480498,0.0916209,-0.695606
0.186,-0.0157658,0.178572,0.118863,5.06689e-05,-0.647609
0.188,-0.0148808,0.222621,0.117961,-0.0184295,-0.654454
0.19,-0.0674136,0.126334,0.0781261,0.0100487,-0.683082
0.192,-0.0422724,0.157264,0.100197,0.0627971,-0.674932
0.194,0.00586686,0.153045,0.101465,0.102847,-0.720336
0.196,-0.0158376,0.226438,0.0732282,0.209133,-0.659344
0.198,-0.0691494,0.207565,0.0882916,0.182288,-0.662138
0.2,-0.0470116,0.254009,0.142427,0.196005,-0.640189
0.202,-0.0276623,0.238262,0.210703,0.204581,-0.607801
0.204,0.0320371,0.199454,0.233457,0.27423,-0.612017
0.206,0.045203,0.179625,0.202627,0.285836,-0.663134
0.208,0.0514682,0.18754,0.16233,0.314716,-0.600225
0.21,0.0287397,0.165436,0.237359,0.316981,-0.684453
0.212,-0.0605623,0.171975,0.321348,0.288305,-0.633573
0.214,-0.0637753,0.133684,0.311225,0.325723,-0.623326
0.216,-0.0879918,0.0496205,0.366524,0.312277,-0.655158
0.218,-0.0739249,-0.0489187,0.401814,0.348796,-0.678085
0.22,-0.0449919,-0.077975,0.46666,0.325624,-0.70443
0.222,-0.0710859,-0.106848,0.491137,0.369021,-0.743599
0.224,-0.103324,-0.176281,0.442574,0.426372,-0.74335
0.226,-0.17694,-0.218013,0.347569,0.355139,-0.734633
0.228,-0.0757368,-0.202425,0.302358,0.320936,-0.778297
0.23,-0.111874,-0.173168,0.245039,0.29505,-0.766414
0.232,-0.159479,-0.165199,0.23348,0.307812,-0.754573
0.234,-0.147812,-0.158883,0.264349,0.347492,-0.77643
0.236,-0.109387,-0.175086,0.180945,0.327654,-0.75539
0.238,-0.146,-0.190372,0.205602,0.317953,-0.706978
0.24,-0.0715361,-0.126244,0.114063,0.301156,-0.626967
0.242,-0.165501,-0.14495,0.137615,0.249564,-0.603701
0.244,-0.137021,-0.0709209,0.147573,0.28829,-0.625843
0.246,-0.102925,-0.0686961,0.139181,0.247599,-0.560758
0.248,-0.0372045,-0.134055,0.146484,0.305459,-0.564651
0.25,-0.0491918,-0.118618,0.20507,0.269019,-0.583504
0.252,-0.0776208,-0.159971,0.165913,0.263781,-0.59881
0.254,-0.0773205,-0.119224,0.195394,0.209827,-0.59379
0.256,-0.124625,-0.0906698,0.177599,0.154524,-0.615628
0.258,-0.143672,0.00177835,0.183738,0.225001,-0.611996
0.26,-0.174788,-0.0727575,0.179822,0.275295,-0.658582
0.262,-0.197761,-0.0110952,0.2639,0.283664,-0.708103
0.264,-0.153342,0.0120096,0.259204,0.285304,-0.734568
0.266,-0.180439,0.00730395,0.247089,0.290466,-0.693711
0.268,-0.178953,0.0666301,0.364488,0.29896,-0.756379
0.27,-0.237397,0.00879236,0.344733,0.300716,-0.764356
0.272,-0.254915,-0.00608083,0.254771,0.231328,-0.716785
0.274,-0.258303,-0.00876189,0.166401,0.184876,-0.777436
0.276,-0.2643,-0.0295136,0.142084,0.171427,-0.705124
0.278,-0.250738,0.016351,0.15469,0.115064,-0.71411
0.28,-0.287693,0.00918063,0.192991,0.151838,-0.693536
0.282,-0.269404,0.0364084,0.179584,0.185935,-0.727056
0.284,-0.237031,0.0573755,0.0365374,0.261331,-0.819928
0.286,-0.246351,0.0677179,-0.00110158,0.183021,-0.827125
0.288,-0.253073,0.0108462,-0.07829,0.186147,-0.778984
0.29,-0.205499,0.0920196,-0.0253678,0.214191,-0.809074
0.292,-0.141761,0.0923934,-0.0559344,0.135691,-0.822503
0.294,-0.119017,0.0957761,-0.0999059,0.168772,-0.798451
0.296,-0.140953,0.0388696,-0.0708958,0.0827474,-0.748424
0.298,-0.142335,0.0832803,-0.133247,0.121938,-0.773865
0.3,-0.113233,0.126207,-0.114647,0.173613,-0.752695
0.302,-0.125799,0.15765,-0.108702,0.1579,-0.72448
0.304,-0.138584,0.226442,-0.231596,0.152153,-0.672137
0.306,-0.151766,0.174411,-0.243632,0.171043,-0.641373
0.308,-0.140799,0.27796,-0.165054,0.220873,-0.634972
0.31,-0.191188,0.331773,-0.113246,0.241333,-0.648562
0.312,-0.155688,0.421916,-0.0927839,0.251248,-0.617161
0.314,-0.217861,0.422792,-0.110502,0.252088,-0.580665
0.316,-0.247774,0.446682,-0.166183,0.317005,-0.544073
0.318,-0.278184,0.520273,-0.11071,0.330352,-0.463087
0.32,-0.293128,0.544596,-0.0845718,0.350547,-0.450937
0.322,-0.296739,0.488759,-0.0851029,0.414824,-0.477946
0.324,-0.305598,0.58186,-0.135369,0.40349,-0.476558
0.326,-0.286063,0.582938,-0.0876032,0.302814,-0.461852
0.328,-0.313712,0.510487,-0.141559,0.381769,-0.412349
0.33,-0.284365,0.478942,-0.0926751,0.373142,-0.526823
0.332,-0.226366,0.445279,-0.156954,0.45053,-0.459325
0.334,-0.109006,0.440705,-0.134079,0.409951,-0.491698
0.336,-0.130091,0.408163,-0.109513,0.424527,-0.474871
0.338,-0.135759,0.405934,-0.0546387,0.405406,-0.506451
0.34,-0.122159,0.413575,0.012699,0.454477,-0.50902
0.342,-0.145199,0.457322,0.0135307,0.464917,-0.436585
0.344,-0.127697,0.413044,0.0351188,0.406868,-0.3845
0.346,-0.0992778,0.438652,-0.0155462,0.392662,-0.336561
0.348,-0.0478617,0.412312,0.0056462,0.448721,-0.335723
0.35,0.00427011,0.454182,-0.015285,0.567966,-0.349771
0.352,-0.0170084,0.483917,-0.00893567,0.578701,-0.352981
0.354,-0.0776609,0.451792,-0.0396762,0.548828,-0.406475
0.356,0.0157269,0.434093,0.0383941,0.541342,-0.475658
0.358,0.00631703,0.457945,-0.0667268,0.534445,-0.451667
0.36,-0.0325347,0.463625,-0.072905,0.487927,-0.422632
0.362,-0.0787949,0.490223,-0.040279,0.53618,-0.411963
0.364,-0.0594658,0.471128,0.0528763,0.557003,-0.381997
0.366,-0.0622158,0.531172,0.0345461,0.577998,-0.41292
0.368,-0.034252,0.545611,0.0631981,0.665384,-0.474843
0.37,-0.0908249,0.459772,0.0571661,0.642674,-0.511319
0.372,-0.0733974,0.453447,0.0593549,0.705665,-0.414521
0.374,-0.0786356,0.548788,0.00851452,0.730621,-0.468981
0.376,-0.110367,0.560945,-0.0194478,0.781617,-0.425967
0.378,-0.092076,0.626671,-0.0066673,0.806685,-0.417099
0.38,-0.0628312,0.627513,-0.0129044,0.866234,-0.383873
0.382,-0.0102377,0.686769,0.0143851,0.912289,-0.4814
0.384,-0.03617,0.701769,0.0104651,0.880651,-0.482266
0.386,-0.168697,0.678655,0.0308366,0.905966,-0.573183
0.388,-0.145539,0.630906,0.0609695,0.858656,-0.593709
0.39,-0.124552,0.624101,0.0543074,0.884997,-0.617594
0.392,-0.121552,0.640214,0.0475924,0.951417,-0.623357
0.394,-0.153458,0.641457,0.0665476,0.972992,-0.715932
0.396,-0.116753,0.672183,0.0191726,0.964479,-0.695031
0.398,-0.0819057,0.662854,0.0197557,0.96228,-0.665501
0.4,-0.106935,0.620546,0.0303867,0.89415,-0.626553
0.402,-0.0970055,0.628482,0.000959742,0.850907,-0.657704
0.404,-0.0364009,0.608426,-0.036935,0.887791,-0.634542
0.406,-0.0840208,0.597928,-0.117894,0.923373,-0.644162
0.408,-0.128785,0.597765,-0.15266,0.99546,-0.602253
0.41,-0.10349,0.630472,-0.130917,0.991022,-0.506732
0.412,-0.125628,0.625227,-0.115136,1.01675,-0.509078
0.414,-0.150108,0.666564,-0.0955188,1.05373,-0.522996
0.416,-0.168092,0.671403,-0.127681,1.07523,-0.48118
0.418,-0.157007,0.717993,-0.0764502,1.01644,-0.456006
0.42,-0.143247,0.663481,-0.0878373,1.05948,-0.390582
0.422,-0.148649,0.695653,-0.114669,1.07954,-0.35457
0.424,-0.110797,0.636389,-0.0901799,1.13502,-0.318041
0.426,-0.134575,0.572439,0.00615809,1.11332,-0.270101
0.428,-0.159733,0.628126,-0.00523189,1.14665,-0.241361
0.43,-0.16396,0.530451,0.0353773,1.10573,-0.282566
0.432,-0.176822,0.543048,-0.0146485,1.10532,-0.345319
0.434,-0.137888,0.562143,-0.0774989,1.11347,-0.370473
0.436,-0.157304,0.606294,-0.113957,1.12558,-0.303243
0.438,-0.21393,0.58489,-0.110322,1.18155,-0.340404
0.44,-0.232879,0.534396,-0.195058,1.12111,-0.339428
0.442,-0.201903,0.507879,-0.196688,1.04437,-0.379133
0.444,-0.173331,0.521719,-0.120786,1.11967,-0.335744
0.446,-0.194659,0.51531,-0.192636,1.10054,-0.402029
0.448,-0.159278,0.54909,-0.131288,1.02985,-0.444211
0.45,-0.091927,0.474338,-0.0718477,1.01125,-0.397314
0.452,-0.112801,0.531641,-0.131546,1.02356,-0.34732
0.454,-0.113461,0.479072,-0.113542,0.97944,-0.371086
0.456,-0.114787,0.518435,-0.146879,0.994211,-0.358268
0.458,-0.155824,0.573597,-0.162513,1.01065,-0.396459
0.46,-0.094249,0.624596,-0.0425943,1.01381,-0.378912
0.462,-0.0941314,0.619448,-0.0911279,1.0089,-0.320235
0.464,-0.0795775,0.688751,-0.179103,1.01903,-0.267599
0.466,-0.0408002,0.698831,-0.199902,0.981265,-0.188224
0.468,-0.0737308,0.731129,-0.159907,0.823417,-0.184673
0.47,-0.0759291,0.761997,-0.0988316,0.804842,-0.179214
0.472,-0.0460766,0.742228,-0.124036,0.901698,-0.144052
0.474,-0.029383,0.726079,-0.101741,0.864881,-0.0702673
0.476,0.02474,0.708827,-0.0524343,0.86598,-0.0640257
0.478,-0.0431272,0.685605,0.00104375,0.906807,-0.0124419
0.48,-0.107122,0.734644,0.00490305,0.991268,0.0184575
0.482,-0.0876587,0.814295,-0.0969722,1.03237,0.0736181
0.484,-0.126625,0.838501,-0.06527,1.02966,-0.00040699
0.486,-0.035446,0.864294,-0.0658739,0.993835,0.0725513
0.488,0.0362934,0.875747,0.0114692,0.904802,0.0065652
0.49,0.0116522,0.870786,0.0458037,0.925563,0.0116698
0.492,0.0889617,0.872479,0.0721371,0.894993,-0.0171089
0.494,0.081966,0.897752,0.105551,0.895923,-0.0656039
0.496,0.1111,1.03552,0.128952,0.938179,-0.0902683
0.498,0.0280528,1.02518,0.0472787,0.909049,-0.10229
0.5,0.0221902,1.03829,-0.0101329,0.949442,-0.154445
0.502,0.032159,1.0284,0.00657619,0.915286,-0.183213
0.504,0.0428696,0.965269,0.0859244,0.867702,-0.203622
0.506,0.00364379,0.99282,0.00548445,0.784598,-0.247909
0.508,0.0671055,1.0207,-0.00476586,0.765586,-0.297894
0.51,0.0439889,1.03454,0.0130226,0.816633,-0.267834
0.512,0.0864241,1.05981,0.0222834,0.877179,-0.276455
0.514,0.0411707,1.03604,-0.0233217,0.833602,-0.294013
0.516,0.0687719,1.07684,0.00194775,0.931248,-0.271481
0.518,0.145992,1.06915,0.0506373,0.976236,-0.264974
0.52,0.182066,1.01099,0.0627348,0.976891,-0.2275
0.522,0.181624,1.06467,0.117778,0.933201,-0.262129
0.524,0.13457,1.09243,0.154047,0.97419,-0.233766
0.526,0.121571,1.01758,0.198136,1.00878,-0.203379
0.528,0.196548,1.00192,0.14262,1.05048,-0.238218
0.53,0.167869,1.04438,0.134516,1.05109,-0.327705
0.532,0.140575,0.993871,0.190199,1.03533,-0.286608
0.534,0.158415,1.016,0.192478,1.02117,-0.333002
0.536,0.216001,1.05973,0.188401,1.02897,-0.334602
0.538,0.20761,1.03818,0.155237,1.03453,-0.327669
0.54,0.168231,1.01721,0.124509,0.990522,-0.304461
0.542,0.21278,1.02171,0.223995,1.08515,-0.363721
0.544,0.229495,0.981221,0.222071,1.0804,-0.431857
0.546,0.308193,1.01801,0.222807,1.10086,-0.439813
0.548,0.379011,1.08107,0.240113,1.04072,-0.433387
0.55,0.497226,1.1149,0.25662,1.05294,-0.379129
0.552,0.537563,1.12787,0.293052,1.04201,-0.355156
0.554,0.59731,1.13128,0.314776,1.02228,-0.416992
0.556,0.580877,1.1806,0.348345,1.01195,-0.439688
0.558,0.511479,1.13221,0.413273,1.03698,-0.424017
0.56,0.435832,1.17385,0.398675,1.05037,-0.439752
0.562,0.458354,1.18964,0.417048,1.02922,-0.403443
0.564,0.384567,1.18604,0.427278,1.15494,-0.420659
0.566,0.350537,1.15862,0.465159,1.20145,-0.443125
0.568,0.426431,1.14165,0.436724,1.31414,-0.436697
0.57,0.451561,1.19379,0.515913,1.31748,-0.432174
0.572,0.487719,1.23128,0.524618,1.31083,-0.355303
0.574,0.487584,1.21685,0.49445,1.25369,-0.373814
0.576,0.484664,1.20795,0.489804,1.22597,-0.313494
0.578,0.518123,1.22803,0.521392,1.24288,-0.371451
0.58,0.471092,1.2022,0.461318,1.19494,-0.436524
0.582,0.582754,1.21517,0.46675,1.10988,-0.403341
0.584,0.53783,1.23277,0.459838,1.08954,-0.474622
0.586,0.486059,1.23081,0.446263,1.04094,-0.451785
0.588,0.514233,1.25756,0.453455,1.04171,-0.42282
0.59,0.492538,1.28436,0.463656,0.996963,-0.364778
0.592,0.484723,1.23304,0.467495,1.06141,-0.345043
0.594,0.609829,1.24384,0.45182,1.04983,-0.249102
0.596,0.626714,1.26895,0.485423,0.992354,-0.21918
0.598,0.610072,1.19748,0.400189,0.970186,-0.283695
0.6,0.528268,1.14091,0.358473,0.988087,-0.313846
0.602,0.5842,1.15018,0.356193,0.980355,-0.281094
0.604,0.586978,1.1229,0.31672,0.988152,-0.264278
0.606,0.540613,1.06848,0.305382,1.02048,-0.236286
0.608,0.5653,1.12324,0.332589,1.05237,-0.243883
0.61,0.591048,1.08255,0.286021,0.954177,-0.195675
0.612,0.573406,1.1098,0.387077,0.926217,-0.161577
0.614,0.532248,1.06871,0.420256,0.901951,-0.171532
0.616,0.628635,1.0773,0.444697,0.858831,-0.191223
0.618,0.633101,1.1163,0.425981,0.837888,-0.197299
0.62,0.685591,1.1295,0.435742,0.801472,-0.237242
0.622,0.710478,1.10791,0.47768,0.774707,-0.191171
0.624,0.710041,1.19181,0.405653,0.788198,-0.216141
0.626,0.679503,1.29373,0.462176,0.824336,-0.267308
0.628,0.683182,1.3137,0.496945,0.851562,-0.278225
0.63,0.696144,1.21316,0.606458,0.875363,-0.210374
0.632,0.718362,1.22945,0.632894,0.895527,-0.165603
0.634,0.770357,1.22149,0.550449,0.880769,-0.077802
0.636,0.769046,1.17682,0.552561,0.856434,-0.147125
0.638,0.760507,1.12877,0.552891,0.832866,-0.254175
0.64,0.769119,1.12034,0.543405,0.768276,-0.231869
0.642,0.761865,1.04065,0.518956,0.781929,-0.213929
0.644,0.662668,1.13918,0.582106,0.825835,-0.231822
0.646,0.613315,1.15571,0.737716,0.855183,-0.215176
0.648,0.533622,1.12806,0.708949,0.843323,-0.263966
0.65,0.565288,1.06709,0.617215,0.876094,-0.268796
0.652,0.491901,1.08954,0.622299,0.907964,-0.210975
0.654,0.502679,1.05502,0.581988,0.856419,-0.220648
0.656,0.544612,1.05117,0.601474,0.809332,-0.236111
0.658,0.517325,1.06848,0.649947,0.793422,-0.216306
0.66,0.615558,1.00253,0.638097,0.791936,-0.232077
0.662,0.645712,1.00245,0.632113,0.749812,-0.216049
0.664,0.621055,1.00321,0.639584,0.750181,-0.194793
0.666,0.593944,0.988144,0.672145,0.828672,-0.188192
0.668,0.551563,0.975158,0.696477,0.802782,-0.210892
0.67,0.583071,1.03018,0.692622,0.778422,-0.253131
0.672,0.623449,0.989631,0.651395,0.792917,-0.266872
0.674,0.612051,1.00098,0.684414,0.817348,-0.243406
0.676,0.6516,0.991441,0.730585,0.786821,-0.224846
0.678,0.545688,0.946382,0.709882,0.839941,-0.159515
0.68,0.52373,0.945661,0.719898,0.864101,-0.2106
0.682,0.460762,0.886812,0.711144,0.837371,-0.198782
0.684,0.464078,0.870483,0.675807,0.775529,-0.202066
0.686,0.508279,0.870397,0.696874,0.760886,-0.207828
0.688,0.55717,0.812019,0.711824,0.713364,-0.216631
0.69,0.459781,0.857369,0.668642,0.628552,-0.132802
0.692,0.520486,0.888432,0.718708,0.694469,-0.177529
0.694,0.540064,0.90931,0.746063,0.735339,-0.167156
0.696,0.62894,0.881106,0.833869,0.844171,-0.193988
0.698,0.585509,0.831584,0.813767,0.846547,-0.281422
0.7,0.551359,0.740463,0.764896,0.923302,-0.367387
0.702,0.516015,0.767073,0.809922,0.903359,-0.339987
0.704,0.483985,0.776745,0.782778,0.973556,-0.35529
0.706,0.492002,0.766071,0.877319,0.950846,-0.339298
0.708,0.552104,0.71803,0.949577,1.01449,-0.321242
0.71,0.590775,0.721482,0.87518,1.05611,-0.411618
0.712,0.580472,0.724099,0.824095,1.0785,-0.402541
0.714,0.570967,0.750567,0.818781,1.07682,-0.391285
0.716,0.510802,0.779721,0.783548,1.0529,-0.407485
0.718,0.494671,0.781363,0.756604,1.08765,-0.488554
0.72,0.544161,0.770591,0.718293,1.06344,-0.571231
0.722,0.514001,0.862766,0.73566,1.03147,-0.60241
0.724,0.496454,0.884892,0.813979,1.06808,-0.56659
0.726,0.564345,0.840064,0.920413,1.07175,-0.515882
0.728,0.560179,0.819212,0.933979,1.04058,-0.529271
0.73,0.522936,0.885291,0.918174,1.09105,-0.511762
0.732,0.593054,1.02233,0.885202,1.10143,-0.491211
0.734,0.54936,1.02007,0.849547,1.03999,-0.453701
0.736,0.559204,0.969354,0.841343,1.08366,-0.46354
0.738,0.585972,0.962015,0.806482,0.997969,-0.520293
0.74,0.510557,0.986445,0.831105,1.00153,-0.502073
0.742,0.493798,1.03391,0.844402,0.896914,-0.495728
0.744,0.484173,1.10709,0.804818,0.93732,-0.499369
0.746,0.490132,1.09886,0.808915,0.903193,-0.464667
0.748,0.451813,1.01659,0.808761,0.907409,-0.432269
0.75,0.484567,1.03691,0.780631,0.913788,-0.309004
0.752,0.49451,1.09467,0.739866,0.868291,-0.331206
0.754,0.499635,1.07724,0.685034,0.882019,-0.335913
0.756,0.468027,1.05491,0.68905,0.931067,-0.439611
0.758,0.435295,1.12301,0.662774,0.938534,-0.459154
0.76,0.389685,1.07337,0.682308,0.936227,-0.531547
0.762,0.349905,1.04359,0.764824,0.976517,-0.496907
0.764,0.371145,0.995906,0.685566,1.02869,-0.425237
0.766,0.44639,1.07102,0.660492,0.999239,-0.428011
0.768,0.449787,1.00797,0.643454,1.0179,-0.388334
0.77,0.453403,1.01757,0.646544,1.01402,-0.322773
0.772,0.400889,1.07609,0.647735,1.02542,-0.328282
0.774,0.390122,1.07103,0.605943,1.06657,-0.369246
0.776,0.351984,1.03811,0.623207,1.08008,-0.391192
0.778,0.341939,1.03564,0.765889,1.0557,-0.330292
0.78,0.354591,1.04646,0.806294,1.00612,-0.362672
0.782,0.427906,0.986218,0.812325,1.02115,-0.32181
0.784,0.349338,0.994952,0.764645,1.02024,-0.262544
0.786,0.229287,1.08268,0.80832,0.95061,-0.230829
0.788,0.311788,1.10146,0.72632,0.873343,-0.158535
0.79,0.292494,1.05852,0.74179,1.03074,-0.118066
0.792,0.310547,1.11016,0.717157,1.04425,-0.110285
0.794,0.288239,1.06807,0.67435,1.04027,-0.198301
0.796,0.387241,1.00491,0.661524,1.07965,-0.228728
0.798,0.341346,1.03064,0.717306,1.13472,-0.22667
0.8,0.362203,1.02363,0.749766,1.10113,-0.262756
0.802,0.379523,1.01429,0.794613,1.06113,-0.32051
0.804,0.337793,0.957923,0.723907,1.0519,-0.31634
0.806,0.382509,0.933843,0.711614,1.05673,-0.243964
0.808,0.40785,0.93634,0.678628,0.994101,-0.26403
0.81,0.465914,0.855343,0.629196,0.887655,-0.290456
0.812,0.453823,0.891646,0.603179,0.894218,-0.246523
0.814,0.449482,0.950128,0.661914,0.987788,-0.194406
0.816,0.476838,0.95849,0.760178,0.973616,-0.247891
0.818,0.530791,0.975159,0.792044,0.998754,-0.214053
0.82,0.601236,1.02212,0.766641,0.991854,-0.212468
0.822,0.605076,1.03028,0.710384,1.0383,-0.285084
0.824,0.576953,1.01178,0.703763,0.974876,-0.313859
0.826,0.595734,1.01853,0.711785,0.995843,-0.333087
0.828,0.553753,0.986422,0.734821,0.996268,-0.320146
0.83,0.573447,0.924361,0.767063,0.980104,-0.345113
0.832,0.575203,0.943642,0.808739,0.979081,-0.268399
0.834,0.562974,0.954452,0.870485,0.989334,-0.297811
0.836,0.612001,0.891258,0.900167,0.961194,-0.320997
0.838,0.627532,0.824241,0.931314,0.903103,-0.446589
0.84,0.685906,0.815137,0.918696,0.850443,-0.428231
0.842,0.64816,0.835692,0.938202,0.863438,-0.350699
0.844,0.690431,0.843727,0.929327,0.91476,-0.397907
0.846,0.627324,0.854294,0.909224,0.940346,-0.356567
0.848,0.697845,0.861379,0.858734,0.9683,-0.353736
0.85,0.735337,0.818541,0.874865,0.961254,-0.381221
0.852,0.798402,0.809059,0.846213,1.0094,-0.305903
0.854,0.714364,0.807131,0.840992,1.04384,-0.250837
0.856,0.636875,0.836567,0.87614,1.06323,-0.351222
0.858,0.568069,0.818663,0.930346,1.01196,-0.37476
0.86,0.616359,0.792041,0.920031,1.0281,-0.395628
0.862,0.572131,0.779528,0.946119,1.03115,-0.366768
0.864,0.620761,0.769176,0.978406,1.0902,-0.342924
0.866,0.606269,0.8161,0.989139,1.03762,-0.348385
0.868,0.569828,0.806125,0.899,1.05468,-0.386482
0.87,0.553484,0.850524,0.935766,1.05572,-0.425206
0.872,0.5438,0.907511,0.845106,1.01993,-0.420282
0.874,0.482799,0.936755,0.842376,0.996608,-0.407742
0.876,0.505967,0.965288,0.904105,0.998836,-0.373202
0.878,0.487459,0.96413,0.924117,1.0481,-0.327396
0.88,0.497885,0.943616,0.894153,1.0855,-0.346163
0.882,0.521172,0.886947,0.890219,1.05704,-0.292223
0.884,0.478755,0.929573,0.966823,1.14589,-0.328253
0.886,0.496187,0.953927,1.00138,1.14699,-0.292571
0.888,0.568426,0.973679,1.01212,1.20694,-0.226187
0.89,0.623289,0.886592,1.04946,1.22077,-0.31478
0.892,0.580091,0.855664,0.982786,1.21747,-0.31616
