t,path_0,path_1,path_2,path_3,path_4
0.074,-0.201383,0.0230274,0.58769,0.0828589,0.317851
0.076,-0.222021,0.0761922,0.549973,0.0865066,0.327655
0.078,-0.168315,0.116793,0.528768,0.0729518,0.42688
0.08,-0.176199,0.124573,0.467513,0.0325007,0.4459
0.082,-0.183874,0.144761,0.450958,0.0674949,0.436187
0.084,-0.152641,0.144368,0.390822,0.0282455,0.366202
0.086,-0.0994839,0.169714,0.406553,0.020587,0.320754
0.088,-0.140054,0.2062,0.391499,-0.0054693,0.272252
0.09,-0.0212741,0.285943,0.413984,0.0257574,0.279753
0.092,0.013856,0.298733,0.409881,0.0533804,0.23471
0.094,0.0872782,0.294897,0.456004,0.100636,0.253827
0.096,0.0990617,0.35044,0.473156,0.0600676,0.263947
0.098,0.102904,0.379,0.507508,0.0116924,0.249448
0.1,0.123513,0.338317,0.546585,0.0320714,0.199223
0.102,0.155779,0.414746,0.562121,0.0313639,0.241077
0.104,0.0882518,0.4244,0.700975,-0.0280133,0.197952
0.106,0.0652952,0.458576,0.71941,0.0111499,0.188395
0.108,0.0275763,0.502738,0.835398,0.0491672,0.149475
0.11,0.0152645,0.463575,0.818709,0.0513441,0.121943
0.112,0.0133175,0.464155,0.815004,0.0672723,0.147001
0.114,-0.0222642,0.485479,0.88837,0.0290208,0.21838
0.116,-0.0921667,0.476626,0.955887,0.0519064,0.249411
0.118,-0.061856,0.532157,1.00658,0.126767,0.289732
0.12,-0.020239,0.454808,1.0334,0.202212,0.298216
0.122,-0.0124753,0.367827,0.96414,0.211035,0.279029
0.124,0.0187599,0.460269,0.907021,0.230212,0.186302
0.126,0.0295432,0.470539,0.90135,0.253859,0.139212
0.128,0.0591615,0.40792,0.957087,0.235459,0.147481
0.13,0.111252,0.419588,0.925009,0.136016,0.194883
0.132,0.103729,0.393534,0.958519,0.1051,0.20417
0.134,0.0693086,0.347748,0.889629,0.069345,0.150993
0.136,0.0583184,0.344542,0.963732,-0.0520336,0.0669363
0.138,0.113482,0.365316,1.02832,-0.0371874,0.0875269
0.14,0.167692,0.422935,0.966358,-0.0301939,0.095792
0.142,0.196222,0.490242,0.983289,-0.0238508,0.100751
0.144,0.125824,0.46521,0.866573,-0.0456193,0.133759
0.146,0.173652,0.409673,0.83366,-0.0903099,0.174164
0.148,0.0822231,0.386936,0.82886,-0.102574,0.194803
0.15,0.117294,0.40273,0.790958,-0.0662172,0.167587
0.152,0.0755348,0.410937,0.782016,-0.0686208,0.149052
0.154,0.0904222,0.442079,0.862716,-0.111267,0.157973
0.156,0.0629241,0.465867,0.931688,-0.153934,0.150437
0.158,0.0503661,0.487131,0.94401,-0.240538,0.132828
0.16,-0.0113815,0.510213,0.913342,-0.288356,0.103389
0.162,0.0316035,0.479769,0.961331,-0.256421,0.110444
0.164,0.0289284,0.45411,0.902072,-0.277897,0.128229
0.166,0.0548976,0.464998,0.888867,-0.285466,0.0503664
0.168,0.13514,0.498198,0.935691,-0.277688,0.0420779
0.17,0.0891616,0.421846,0.931497,-0.299556,-0.00130202
0.172,0.102473,0.458528,0.932253,-0.293784,-0.0014589
0.174,0.110985,0.543813,1.00139,-0.258735,-0.0152653
0.176,0.0475435,0.521417,0.929012,-0.345847,0.0286995
0.178,0.0747381,0.534634,0.895017,-0.378411,0.0259472
0.18,0.0808092,0.559344,0.860718,-0.330509,-0.0186057
0.182,0.0969502,0.658109,0.905241,-0.341108,0.00960525
0.184,0.128478,0.689769,0.898514,-0.347854,0.0664327
0.186,0.168397,0.61913,0.811209,-0.272279,0.00712789
0.188,0.102793,0.708486,0.784765,-0.256569,0.0169629
0.19,0.0600683,0.636332,0.803733,-0.273425,-0.0108371
0.192,0.0553611,0.582197,0.764066,-0.221558,0.061683
0.194,-0.00719254,0.584653,0.70772,-0.165461,0.0471324
0.196,-0.0257414,0.551241,0.805649,-0.141202,0.0888924
0.198,0.00783478,0.482796,0.738004,-0.141412,0.147338
0.2,-0.00755297,0.493619,0.680022,-0.12315,0.184792
0.202,-0.0460848,0.459417,0.733942,-0.154601,0.218595
0.204,-0.0607366,0.375906,0.660746,-0.134656,0.247581
0.206,-0.0401221,0.424669,0.668695,-0.182241,0.228173
0.208,-0.0516685,0.465641,0.73554,-0.207163,0.223771
0.21,-0.0972428,0.464195,0.815642,-0.21304,0.208569
0.212,-0.157589,0.540482,0.794725,-0.199307,0.214754
0.214,-0.213466,0.585646,0.843447,-0.20665,0.170375
0.216,-0.207786,0.622682,0.851224,-0.24346,0.280711
0.218,-0.214643,0.640027,0.853203,-0.157832,0.303841
0.22,-0.127655,0.617807,0.830106,-0.136813,0.348656
0.222,-0.164208,0.577148,0.858247,-0.238963,0.414838
0.224,-0.20477,0.606606,0.802912,-0.193702,0.425118
0.226,-0.230254,0.60487,0.762906,-0.129781,0.396724
0.228,-0.251859,0.678307,0.771445,-0.119079,0.410068
0.23,-0.195343,0.635941,0.843712,-0.0944121,0.401876
0.232,-0.288882,0.639833,0.804308,-0.154244,0.414923
0.234,-0.290107,0.541602,0.794776,-0.102801,0.451285
0.236,-0.290799,0.506745,0.882952,-0.113384,0.473792
0.238,-0.337963,0.618803,0.900846,-0.152918,0.527249
0.24,-0.301386,0.62127,0.903876,-0.134839,0.48883
0.242,-0.28093,0.754369,0.828999,-0.141176,0.508669
0.244,-0.314843,0.708815,0.835619,-0.150159,0.497269
0.246,-0.299419,0.687636,0.742246,-0.100104,0.513699
0.248,-0.302298,0.750883,0.761381,-0.105612,0.541294
0.25,-0.313093,0.744841,0.783984,-0.0607546,0.519443
0.252,-0.316674,0.74606,0.751218,-0.0984377,0.514564
0.254,-0.269011,0.769182,0.71499,-0.088442,0.58456
0.256,-0.204902,0.845484,0.741823,-0.101959,0.57253
0.258,-0.1387,0.861502,0.715265,-0.102934,0.540365
0.26,-0.250447,0.914361,0.694763,-0.0996973,0.501642
0.262,-0.195361,0.928959,0.693565,-0.0345223,0.507713
0.264,-0.0988194,0.923952,0.688966,-0.0351306,0.473584
0.266,-0.129641,0.859007,0.665849,-0.0513517,0.413051
0.268,-0.139226,0.840808,0.695744,-0.0136762,0.344864
0.27,-0.166912,0.773674,0.718419,-0.00139212,0.287273
0.272,-0.134362,0.810063,0.735118,0.0693923,0.275603
0.274,-0.13534,0.790392,0.723508,0.0319462,0.218348
0.276,-0.119412,0.778369,0.732375,0.0479397,0.164401
0.278,-0.13683,0.848345,0.765994,0.0171489,0.197104
0.28,-0.0823567,0.877117,0.774073,-0.00509996,0.159242
0.282,-0.0654419,0.907188,0.855259,0.0234673,0.245062
0.284,-0.0852446,0.961076,0.892788,0.0273166,0.287803
0.286,-0.0816235,0.952871,0.873111,0.0983361,0.322968
0.288,0.00486046,0.924703,0.828835,0.114759,0.40715
0.29,0.0432092,0.903671,0.870471,0.119896,0.413013
0.292,0.0245847,0.888946,0.798315,0.0801946,0.458972
0.294,-0.0179664,0.869754,0.807536,0.0389672,0.545893
0.296,0.0141492,0.851756,0.792576,-0.0184076,0.569142
0.298,0.0631875,0.894325,0.777966,-0.0391209,0.620716
0.3,0.0392097,0.873153,0.750939,0.0174327,0.637317
0.302,-0.0712386,0.84053,0.781986,-0.0778227,0.607522
0.304,-0.0520973,0.793365,0.836689,-0.11375,0.565737
0.306,-0.0106649,0.856667,0.871026,-0.122931,0.572442
0.308,0.0108899,0.785855,0.866039,-0.159305,0.586398
0.31,0.0411745,0.815406,0.848534,-0.171057,0.694059
0.312,0.00371676,0.779785,0.883859,-0.231762,0.666335
0.314,0.0214431,0.838766,0.843647,-0.263394,0.646536
0.316,0.105176,0.860023,0.777948,-0.206569,0.654254
0.318,0.0818106,0.817647,0.830023,-0.256832,0.655391
0.32,0.0538322,0.808255,0.770073,-0.299021,0.662172
0.322,0.0707266,0.683722,0.841018,-0.275069,0.590899
0.324,0.0713095,0.614147,0.90086,-0.32613,0.599298
0.326,0.0937415,0.648827,0.948775,-0.283339,0.659619
0.328,0.0965511,0.656043,0.858457,-0.281162,0.717397
0.33,0.104629,0.58763,0.908187,-0.36302,0.73195
0.332,0.0980572,0.608725,1.00712,-0.27269,0.797705
0.334,0.0504365,0.577499,1.0862,-0.322716,0.758966
0.336,0.0935842,0.623957,0.989994,-0.305718,0.788593
0.338,0.0983141,0.59173,0.979601,-0.317879,0.799854
0.34,0.103176,0.551172,0.981465,-0.282598,0.837102
0.342,0.0930365,0.484774,0.934552,-0.339983,0.875775
0.344,0.13421,0.48828,0.954726,-0.338761,0.855185
0.346,0.183524,0.507486,1.02719,-0.334752,0.857895
0.348,0.212729,0.505829,1.02732,-0.353822,0.898299
0.35,0.264992,0.513698,1.02993,-0.389356,0.852159
0.352,0.182266,0.563219,1.05776,-0.32871,0.871764
0.354,0.133343,0.569878,1.00493,-0.28648,0.831568
0.356,0.0892758,0.509968,1.00894,-0.311108,0.887165
0.358,0.0533566,0.459972,0.93585,-0.260019,0.889951
0.36,-0.0754166,0.412556,0.929143,-0.29845,0.858404
0.362,-0.0925593,0.327082,0.831395,-0.284894,0.908221
0.364,-0.0927766,0.26614,0.87712,-0.2853,0.958064
0.366,-0.142529,0.316625,0.92092,-0.312858,0.992634
0.368,-0.163214,0.291261,0.959152,-0.296422,0.992418
0.37,-0.120352,0.26561,0.963037,-0.330964,0.960249
0.372,-0.0815685,0.366523,1.02201,-0.313527,0.884712
0.374,-0.165937,0.348876,1.01487,-0.288542,0.940713
0.376,-0.147238,0.397449,1.05586,-0.310997,0.909455
0.378,-0.140665,0.428796,1.12432,-0.314349,0.917713
0.38,-0.0389978,0.354972,1.07125,-0.301228,0.94699
0.382,-0.106004,0.436277,1.00821,-0.346359,1.01713
0.384,-0.0818716,0.446778,1.00388,-0.402651,1.02973
0.386,-0.0633858,0.57182,0.98477,-0.369909,0.970961
0.388,-0.0638976,0.503187,0.963893,-0.357534,0.96335
0.39,-0.0248933,0.502386,1.06886,-0.395092,0.971482
0.392,-0.0311945,0.57357,1.0895,-0.444717,1.0201
0.394,-0.0912787,0.541558,1.09875,-0.439673,1.0181
0.396,-0.0331255,0.528202,1.12212,-0.433672,1.06075
0.398,-0.0154901,0.519976,1.1659,-0.426447,1.07877
0.4,0.0225285,0.524884,1.27572,-0.499072,1.04126
0.402,-0.0477204,0.511719,1.25428,-0.425683,1.04953
0.404,-0.0479304,0.534697,1.26565,-0.452442,1.04998
0.406,-0.0301861,0.540289,1.26268,-0.433594,1.00085
0.408,0.0359948,0.603568,1.27682,-0.422449,1.07314
0.41,0.0251215,0.649376,1.3356,-0.476738,1.03652
0.412,-0.054628,0.63789,1.33969,-0.456731,1.0493
0.414,-0.0319732,0.65314,1.36266,-0.52931,1.04711
0.416,-0.0173393,0.580578,1.3385,-0.442377,0.931261
0.418,-0.00206294,0.517483,1.30889,-0.41471,0.959146
0.42,-0.0077696,0.518627,1.35132,-0.379125,0.960533
0.422,0.0613936,0.563811,1.3446,-0.34932,0.893943
0.424,0.156153,0.487404,1.30781,-0.370652,0.884214
0.426,0.129459,0.495121,1.35935,-0.40086,0.943111
0.428,0.0869953,0.538179,1.3387,-0.415062,0.90633
0.43,0.00877449,0.557899,1.34176,-0.460077,0.977134
0.432,0.0038013,0.634671,1.29696,-0.439078,0.939719
0.434,-0.0687231,0.653468,1.31543,-0.46565,0.925508
0.436,-0.128712,0.709361,1.4293,-0.475679,0.972464
0.438,-0.0665676,0.662067,1.4812,-0.456327,1.01933
0.44,-0.117895,0.649732,1.50711,-0.471352,0.986723
0.442,-0.163827,0.638233,1.45875,-0.479953,0.9176
0.444,-0.202074,0.611247,1.43804,-0.506534,0.906826
0.446,-0.222168,0.645679,1.44991,-0.441957,0.925486
0.448,-0.182686,0.706641,1.45781,-0.464458,0.950634
0.45,-0.215251,0.745549,1.47458,-0.454616,0.966268
0.452,-0.196529,0.760321,1.40221,-0.439294,1.01715
0.454,-0.175612,0.772035,1.36138,-0.465864,1.07393
0.456,-0.256195,0.795621,1.40923,-0.435301,1.04937
0.458,-0.279025,0.846565,1.44913,-0.41982,1.0598
0.46,-0.348407,0.779543,1.46861,-0.381392,1.12093
0.462,-0.339671,0.828224,1.49907,-0.445256,1.06176
0.464,-0.37245,0.807719,1.5253,-0.515061,1.06445
0.466,-0.378162,0.777754,1.47488,-0.574138,1.09848
0.468,-0.403025,0.830758,1.46393,-0.599732,1.07131
0.47,-0.313566,0.814614,1.43772,-0.645068,1.00615
0.472,-0.383357,0.857087,1.41773,-0.655724,0.981232
0.474,-0.329629,0.868602,1.46662,-0.59259,0.915787
0.476,-0.383301,0.852724,1.46303,-0.596961,1.07213
0.478,-0.376999,0.854448,1.46948,-0.61051,1.05838
0.48,-0.370298,0.86717,1.41081,-0.612718,1.1593
0.482,-0.454389,0.861739,1.37772,-0.643863,1.12924
0.484,-0.438539,0.802068,1.33016,-0.6265,1.12546
0.486,-0.461389,0.677563,1.27695,-0.604353,1.06107
0.488,-0.41817,0.77946,1.30193,-0.566635,1.09608
0.49,-0.424934,0.826736,1.24146,-0.559734,1.16809
0.492,-0.370803,0.865632,1.2743,-0.557995,1.08578
0.494,-0.428548,0.844638,1.205,-0.515854,1.11915
0.496,-0.445297,0.783891,1.23483,-0.424544,1.0832
0.498,-0.426411,0.866803,1.31964,-0.400751,1.11488
0.5,-0.460645,0.822049,1.29201,-0.302385,1.06633
0.502,-0.549668,0.873543,1.27357,-0.31411,1.04276
0.504,-0.608159,0.922871,1.34997,-0.379926,1.11805
0.506,-0.570593,0.98155,1.40382,-0.3563,1.19358
0.508,-0.608944,0.986945,1.42126,-0.432335,1.10711
0.51,-0.639239,1.04773,1.40903,-0.471955,1.08593
0.512,-0.559577,1.04736,1.4395,-0.438619,1.12735
0.514,-0.574922,1.01698,1.47832,-0.431967,1.07768
0.516,-0.644188,1.01033,1.44484,-0.461288,1.06794
0.518,-0.618344,1.0094,1.52157,-0.518225,1.04402
0.52,-0.610121,1.09039,1.57214,-0.571806,1.10754
0.522,-0.599976,1.04971,1.5161,-0.566676,1.11709
0.524,-0.504512,1.00951,1.44064,-0.511283,1.05365
0.526,-0.525215,1.04728,1.37125,-0.586957,1.00758
0.528,-0.451181,1.00674,1.42322,-0.611916,0.969124
0.53,-0.477695,1.1095,1.4136,-0.642529,0.972986
0.532,-0.473824,1.10508,1.46899,-0.60441,0.953751
0.534,-0.485604,1.11658,1.47818,-0.565981,1.0157
0.536,-0.516014,1.16963,1.45489,-0.482768,0.953932
0.538,-0.543025,1.14747,1.49174,-0.514765,0.937592
0.54,-0.555576,1.21025,1.43157,-0.550906,0.967876
0.542,-0.506526,1.166,1.4705,-0.554675,0.963885
0.544,-0.531089,1.08305,1.54607,-0.477671,0.923487
0.546,-0.553379,1.0731,1.47728,-0.476431,0.956785
0.548,-0.458877,1.07968,1.46626,-0.499387,0.997009
0.55,-0.435416,1.07411,1.4068,-0.488607,0.975526
0.552,-0.449924,1.11098,1.33973,-0.511769,1.02286
0.554,-0.44616,1.1781,1.3448,-0.472615,1.07867
0.556,-0.303631,1.21155,1.34425,-0.476006,0.947861
0.558,-0.23456,1.23638,1.26393,-0.515576,0.977653
0.56,-0.191063,1.23067,1.30277,-0.532954,0.970176
0.562,-0.14964,1.22513,1.33383,-0.548834,1.07905
0.564,-0.134253,1.14665,1.39246,-0.564441,1.1537
0.566,-0.0880778,1.15315,1.33926,-0.536063,1.15969
0.568,-0.0608945,1.09805,1.32464,-0.539531,1.13063
0.57,-0.0517587,1.10846,1.31122,-0.48588,1.09287
0.572,-0.0980185,1.11901,1.36708,-0.459946,1.154
0.574,-0.0771311,1.2218,1.38424,-0.442562,1.1277
0.576,-0.0556104,1.20033,1.38334,-0.478853,1.10166
0.578,-0.0356249,1.14089,1.37072,-0.509005,1.09182
0.58,0.0152241,1.08418,1.32988,-0.476478,1.09056
0.582,0.0416686,1.05269,1.36406,-0.55474,1.04737
0.584,-0.00953509,1.1267,1.40275,-0.564025,1.02082
0.586,-0.0408122,1.22969,1.35109,-0.573662,1.08065
0.588,-0.0803047,1.18744,1.38567,-0.533107,1.11696
0.59,-0.0852875,1.16086,1.36794,-0.523892,1.09545
0.592,-0.104004,1.20494,1.35736,-0.487821,1.16175
0.594,-0.0540548,1.29196,1.37237,-0.559053,1.17232
0.596,-0.123092,1.30169,1.39139,-0.567334,1.2105
0.598,-0.0528748,1.35921,1.50166,-0.683303,1.24334
0.6,-0.104551,1.39014,1.50861,-0.746582,1.21782
0.602,-0.0472218,1.43174,1.49037,-0.644695,1.20099
0.604,-0.0975312,1.46773,1.47736,-0.669856,1.17342
0.606,-0.174292,1.46824,1.40859,-0.787538,1.15266
0.608,-0.175563,1.47002,1.35686,-0.845136,1.09109
0.61,-0.116241,1.50286,1.32472,-0.739428,1.16125
0.612,-0.162884,1.5148,1.27014,-0.696376,1.17261
0.614,-0.166405,1.52026,1.27189,-0.683463,1.12618
0.616,-0.146341,1.50759,1.33048,-0.67014,1.11037
0.618,-0.0841976,1.51277,1.32618,-0.750381,1.08781
0.62,-0.183334,1.49889,1.33482,-0.76424,1.15477
0.622,-0.107844,1.61543,1.39753,-0.778405,1.16072
0.624,-0.0241959,1.55948,1.41386,-0.843283,1.08253
0.626,-0.00707658,1.54332,1.46835,-0.848434,1.18541
0.628,-0.0345912,1.51054,1.37918,-0.871173,1.17088
0.63,-0.102901,1.53808,1.38044,-0.897193,1.16434
0.632,-0.0808917,1.50144,1.26796,-0.860105,1.1856
0.634,-0.0329933,1.45833,1.2984,-0.885833,1.20036
0.636,-0.0249214,1.44957,1.39643,-0.847832,1.15902
0.638,-0.0746142,1.48497,1.48596,-0.84397,1.17296
0.64,-0.0404257,1.51435,1.50264,-0.797538,1.23811
0.642,-0.00506923,1.48467,1.52205,-0.794439,1.26221
0.644,-0.0436466,1.48168,1.49061,-0.81393,1.22431
0.646,-0.144456,1.49689,1.46724,-0.808871,1.24437
0.648,-0.116154,1.59488,1.4931,-0.821998,1.2422
0.65,-0.119576,1.65811,1.46878,-0.825898,1.22528
0.652,-0.229438,1.60114,1.44937,-0.791995,1.20941
0.654,-0.242779,1.72376,1.47381,-0.84224,1.25155
0.656,-0.269149,1.68549,1.47772,-0.858768,1.23287
0.658,-0.225142,1.7308,1.50945,-0.843192,1.21231
0.66,-0.243535,1.73436,1.51496,-0.817291,1.19584
0.662,-0.231566,1.67694,1.5052,-0.779926,1.21614
0.664,-0.226935,1.58391,1.41713,-0.832784,1.17401
0.666,-0.377382,1.59813,1.43063,-0.786756,1.15394
0.668,-0.437412,1.65778,1.38486,-0.840341,1.16788
0.67,-0.341565,1.67948,1.37969,-0.821573,1.25179
0.672,-0.291318,1.77082,1.39252,-0.790811,1.22006
0.674,-0.280169,1.84745,1.43714,-0.765061,1.24212
0.676,-0.29549,1.85395,1.45996,-0.781921,1.15802
0.678,-0.220568,1.84517,1.41293,-0.75543,1.00656
0.68,-0.206055,1.89035,1.41022,-0.707293,1.06431
0.682,-0.183871,1.78428,1.41184,-0.695334,1.05446
0.684,-0.144114,1.73535,1.34112,-0.725309,1.08998
0.686,-0.14142,1.6823,1.29776,-0.626962,1.07552
0.688,-0.138935,1.66273,1.30858,-0.576336,1.08697
0.69,-0.156085,1.63364,1.28806,-0.53797,1.10321
0.692,-0.22046,1.74981,1.32051,-0.547148,1.15131
0.694,-0.230911,1.68178,1.3767,-0.583479,1.11111
0.696,-0.191279,1.65147,1.30263,-0.532744,1.117
0.698,-0.243877,1.62175,1.21248,-0.58038,1.11744
0.7,-0.241894,1.60984,1.26365,-0.500683,1.20162
0.702,-0.307266,1.61738,1.23674,-0.487029,1.28782
0.704,-0.287342,1.69509,1.21158,-0.45085,1.39023
0.706,-0.295715,1.68907,1.20714,-0.336952,1.36094
0.708,-0.282751,1.68867,1.28046,-0.334467,1.28141
0.71,-0.234923,1.66844,1.31991,-0.348659,1.27925
0.712,-0.312885,1.7036,1.25301,-0.362132,1.23288
0.714,-0.229668,1.77578,1.24137,-0.328063,1.24316
0.716,-0.236996,1.80562,1.18633,-0.268517,1.25153
0.718,-0.276327,1.79445,1.16126,-0.263291,1.31833
0.72,-0.210218,1.81503,1.12684,-0.205953,1.36547
0.722,-0.26263,1.80272,1.19487,-0.120941,1.34038
0.724,-0.298037,1.76008,1.23679,-0.106767,1.38365
0.726,-0.316917,1.69155,1.26479,-0.111368,1.38377
0.728,-0.387866,1.71673,1.2078,-0.148753,1.3488
0.73,-0.473504,1.72601,1.17642,-0.157512,1.34061
0.732,-0.408937,1.7632,1.14365,-0.121813,1.35966
0.734,-0.374576,1.73371,1.09768,-0.0941534,1.39017
0.736,-0.336476,1.72704,1.11962,-0.119651,1.32999
0.738,-0.303687,1.75375,1.15227,-0.125949,1.3111
0.74,-0.278881,1.73245,1.17332,-0.0662103,1.29355
0.742,-0.244822,1.71004,1.23267,-0.0951758,1.28283
0.744,-0.294205,1.7043,1.21332,-0.102715,1.28038
0.746,-0.404183,1.72703,1.27349,-0.054255,1.22313
0.748,-0.428747,1.74798,1.21657,-0.0674915,1.20674
0.75,-0.466496,1.77354,1.3373,-0.103492,1.23818
0.752,-0.463929,1.71768,1.25037,-0.0998666,1.23316
0.754,-0.476734,1.73868,1.19839,-0.0528557,1.27556
0.756,-0.415966,1.85056,1.18022,-0.0411225,1.2874
0.758,-0.398562,1.85849,1.13342,-0.10054,1.23024
0.76,-0.396522,1.78251,1.12302,-0.125668,1.19766
0.762,-0.401166,1.92416,1.18418,-0.187318,1.17019
0.764,-0.413124,1.84228,1.20148,-0.0893409,1.1592
0.766,-0.460812,1.8125,1.2274,-0.0789598,1.16866
0.768,-0.423086,1.91248,1.18297,-0.0950158,1.14584
0.77,-0.466337,1.8732,1.22916,-0.0983659,1.08994
0.772,-0.497723,1.77277,1.16062,-0.110549,1.06744
0.774,-0.529104,1.69398,1.20874,-0.21751,1.08265
0.776,-0.46485,1.68588,1.22736,-0.191713,1.05765
0.778,-0.49171,1.67749,1.2079,-0.189734,1.08723
0.78,-0.498118,1.67441,1.20243,-0.246391,1.11726
0.782,-0.531096,1.68468,1.14393,-0.240604,1.10974
0.784,-0.544879,1.69027,1.18043,-0.258681,1.12872
0.786,-0.591427,1.65211,1.18021,-0.353308,1.12683
0.788,-0.570733,1.60892,1.10226,-0.343127,1.14494
0.79,-0.595706,1.58071,1.12703,-0.36541,1.10293
0.792,-0.65619,1.58274,1.10961,-0.308451,1.10799
0.794,-0.71602,1.58435,1.13345,-0.299133,1.12492
0.796,-0.751718,1.62493,1.18226,-0.33784,1.12688
0.798,-0.825961,1.66163,1.19662,-0.284322,1.0693
0.8,-0.840423,1.74503,1.24187,-0.27953,1.08456
0.802,-0.907174,1.75096,1.23666,-0.227738,1.01999
0.804,-0.829907,1.80032,1.25878,-0.215579,1.02429
0.806,-0.847954,1.87775,1.26623,-0.209235,0.992928
0.808,-0.876858,1.88479,1.28703,-0.251192,1.00069
0.81,-0.95424,1.90924,1.27957,-0.246823,1.00603
0.812,-0.878898,1.89232,1.29411,-0.296676,1.08231
0.814,-0.832515,1.88031,1.26234,-0.303711,1.17671
0.816,-0.826162,1.8684,1.29852,-0.308822,1.21254
0.818,-0.878478,1.83519,1.35718,-0.27589,1.23202
0.82,-0.89233,1.78292,1.35636,-0.282532,1.19546
0.822,-0.824036,1.8095,1.25968,-0.322772,1.21089
0.824,-0.828866,1.76799,1.21725,-0.394655,1.15785
0.826,-0.764637,1.76375,1.20576,-0.447367,1.12977
0.828,-0.792176,1.81027,1.22215,-0.449181,1.20874
0.83,-0.737057,1.80345,1.21631,-0.451455,1.20466
0.832,-0.725489,1.81372,1.26152,-0.449393,1.16504
0.834,-0.747151,1.85228,1.25813,-0.51438,1.19952
0.836,-0.737371,1.81602,1.2311,-0.577158,1.29101
0.838,-0.727298,1.73138,1.25683,-0.631748,1.35609
0.84,-0.654006,1.76057,1.30572,-0.749088,1.31562
0.842,-0.617891,1.72112,1.31402,-0.742103,1.41117
0.844,-0.610448,1.70846,1.20518,-0.741462,1.33715
0.846,-0.574096,1.67848,1.20436,-0.776252,1.41602
0.848,-0.532767,1.66099,1.2149,-0.767223,1.45432
0.85,-0.561265,1.64624,1.26832,-0.749457,1.4619
0.852,-0.621671,1.64416,1.241,-0.750276,1.38821
0.854,-0.656512,1.69369,1.14248,-0.74476,1.34317
0.856,-0.685873,1.67798,1.19811,-0.801469,1.33719
0.858,-0.715882,1.64651,1.19164,-0.823417,1.35986
0.86,-0.754884,1.67142,1.15595,-0.794058,1.3019
0.862,-0.732773,1.69342,1.15751,-0.814962,1.36004
0.864,-0.717749,1.66857,1.19993,-0.767458,1.38677
0.866,-0.736802,1.64157,1.23166,-0.742555,1.38044
0.868,-0.736875,1.6635,1.20109,-0.781018,1.35792
0.87,-0.74097,1.74609,1.19584,-0.777201,1.42683
0.872,-0.68393,1.73563,1.18639,-0.686269,1.365
0.874,-0.709391,1.82108,1.21207,-0.70902,1.39732
0.876,-0.667483,1.79485,1.21086,-0.680626,1.40043
0.878,-0.607463,1.87202,1.24158,-0.67319,1.46568
0.88,-0.588962,1.92137,1.22778,-0.728717,1.49958
0.882,-0.618258,1.91383,1.18006,-0.744723,1.53077
0.884,-0.734926,1.8857,1.17679,-0.730216,1.49359
0.886,-0.680688,1.93609,1.13139,-0.759467,1.58776
0.888,-0.654135,1.916,1.12975,-0.731245,1.58664
0.89,-0.651918,1.94871,1.16684,-0.683812,1.63903
