t,path_0,path_1,path_2
0.333333,0.214042,-0.279832,-0.161539
0.336667,0.240033,-0.26384,-0.164137
0.34,0.22227,-0.232449,-0.147206
0.343333,0.251606,-0.251677,-0.166129
0.346667,0.275083,-0.245594,-0.168993
0.35,0.261187,-0.244012,-0.161559
0.353333,0.276947,-0.252387,-0.166145
0.356667,0.285302,-0.251149,-0.145172
0.36,0.309756,-0.27099,-0.172385
0.363333,0.329112,-0.248527,-0.170391
0.366667,0.32287,-0.223625,-0.149827
0.37,0.317244,-0.1875,-0.147647
0.373333,0.327498,-0.172095,-0.1534
0.376667,0.320882,-0.153521,-0.187477
0.38,0.350742,-0.177489,-0.215965
0.383333,0.341165,-0.16247,-0.22062
0.386667,0.338392,-0.173659,-0.234176
0.39,0.335087,-0.173572,-0.208409
0.393333,0.363621,-0.193198,-0.197181
0.396667,0.382144,-0.186466,-0.227788
0.4,0.348583,-0.182012,-0.249102
0.403333,0.337583,-0.195914,-0.262315
0.406667,0.344068,-0.190673,-0.252942
0.41,0.354064,-0.206527,-0.238889
0.413333,0.366372,-0.231076,-0.237313
0.416667,0.368984,-0.239455,-0.251386
0.42,0.360508,-0.260368,-0.239661
0.423333,0.35662,-0.266477,-0.215153
0.426667,0.364061,-0.26802,-0.258003
0.43,0.343608,-0.269686,-0.291339
0.433333,0.345437,-0.256705,-0.274937
0.436667,0.339005,-0.254076,-0.265528
0.44,0.299898,-0.27132,-0.296217
0.443333,0.312327,-0.315917,-0.309629
0.446667,0.323521,-0.338646,-0.289723
0.45,0.354873,-0.349705,-0.293836
0.453333,0.361816,-0.343589,-0.29449
0.456667,0.33869,-0.357875,-0.292784
0.46,0.359912,-0.332619,-0.287772
0.463333,0.387993,-0.348949,-0.327818
0.466667,0.384166,-0.345731,-0.353618
0.47,0.374121,-0.356311,-0.349022
0.473333,0.373819,-0.362125,-0.375231
0.476667,0.386372,-0.389135,-0.413488
0.48,0.393682,-0.382722,-0.424845
0.483333,0.403801,-0.37638,-0.444353
0.486667,0.437343,-0.366845,-0.457451
0.49,0.411223,-0.364416,-0.473421
0.493333,0.400747,-0.396258,-0.489827
0.496667,0.377047,-0.430471,-0.505192
0.5,0.395984,-0.463125,-0.527077
0.503333,0.390959,-0.469055,-0.563058
0.506667,0.376735,-0.469561,-0.592159
0.51,0.384824,-0.462377,-0.615635
0.513333,0.42031,-0.472797,-0.612982
0.516667,0.447965,-0.487625,-0.613317
0.52,0.46031,-0.498967,-0.628461
0.523333,0.458144,-0.532376,-0.637691
0.526667,0.499657,-0.532069,-0.646635
0.53,0.51527,-0.523839,-0.661692
0.533333,0.531469,-0.501146,-0.68295
0.536667,0.513546,-0.49485,-0.680729
0.54,0.506368,-0.470852,-0.684738
0.543333,0.478799,-0.475688,-0.697508
0.546667,0.468371,-0.493011,-0.722026
0.55,0.474912,-0.493717,-0.753343
0.553333,0.482425,-0.499346,-0.769187
0.556667,0.518413,-0.518833,-0.779353
0.56,0.514056,-0.513184,-0.776685
0.563333,0.502761,-0.49943,-0.775347
0.566667,0.486173,-0.515758,-0.793216
0.57,0.46164,-0.490128,-0.786421
0.573333,0.48013,-0.467693,-0.76585
0.576667,0.482753,-0.456656,-0.751297
0.58,0.484729,-0.450444,-0.744987
0.583333,0.47964,-0.45333,-0.756372
0.586667,0.461617,-0.469513,-0.778754
0.59,0.479242,-0.44354,-0.766841
0.593333,0.508083,-0.445753,-0.790525
0.596667,0.511622,-0.448746,-0.80253
0.6,0.543784,-0.452662,-0.79504
0.603333,0.558707,-0.444421,-0.776719
0.606667,0.572154,-0.439506,-0.761293
0.61,0.567526,-0.413239,-0.744735
0.613333,0.564902,-0.417605,-0.738335
0.616667,0.569566,-0.427313,-0.751139
0.62,0.573026,-0.440064,-0.749087
0.623333,0.543376,-0.426306,-0.730732
0.626667,0.554735,-0.428045,-0.726519
0.63,0.564881,-0.417445,-0.692627
0.633333,0.565561,-0.40322,-0.724019
0.636667,0.580885,-0.393448,-0.744552
0.64,0.562293,-0.369119,-0.728591
0.643333,0.556333,-0.367829,-0.705366
0.646667,0.55177,-0.359099,-0.735298
0.65,0.561579,-0.35527,-0.724352
0.653333,0.538301,-0.351515,-0.738142
0.656667,0.559306,-0.37605,-0.792755
0.66,0.560063,-0.36832,-0.818483
0.663333,0.563047,-0.380291,-0.797748
0.666667,0.569468,-0.364801,-0.799091
0.67,0.560684,-0.347209,-0.800867
0.673333,0.549992,-0.359978,-0.815502
0.676667,0.535482,-0.354531,-0.835087
0.68,0.53629,-0.332033,-0.845936
0.683333,0.538933,-0.331647,-0.83417
0.686667,0.518447,-0.311538,-0.845425
0.69,0.516821,-0.282062,-0.845926
0.693333,0.512807,-0.276001,-0.860012
0.696667,0.492618,-0.290298,-0.89739
0.7,0.465639,-0.282646,-0.909405
0.703333,0.458135,-0.260048,-0.921903
0.706667,0.464808,-0.265517,-0.927753
0.71,0.457467,-0.268445,-0.934395
0.713333,0.432634,-0.268471,-0.975851
0.716667,0.426122,-0.24641,-0.999254
0.72,0.429633,-0.243732,-1.03044
0.723333,0.444912,-0.246002,-1.0157
0.726667,0.442105,-0.25498,-1.01972
0.73,0.442626,-0.256832,-1.03393
0.733333,0.448964,-0.247416,-1.0404
0.736667,0.446436,-0.240259,-1.01477
0.74,0.467593,-0.264698,-1.02412
0.743333,0.492399,-0.285014,-1.03595
0.746667,0.455653,-0.292738,-1.05909
0.75,0.449762,-0.301893,-1.06424
0.753333,0.43512,-0.313218,-1.05979
0.756667,0.422529,-0.304716,-1.09297
0.76,0.417549,-0.292962,-1.07841
0.763333,0.443886,-0.308407,-1.0791
0.766667,0.46167,-0.312712,-1.08977
0.77,0.474867,-0.329969,-1.12016
0.773333,0.477787,-0.346912,-1.14169
0.776667,0.461472,-0.339821,-1.15159
0.78,0.445679,-0.321677,-1.16137
0.783333,0.452522,-0.3221,-1.18455
0.786667,0.468459,-0.302456,-1.19796
0.79,0.490709,-0.287509,-1.20376
0.793333,0.480617,-0.271525,-1.18047
0.796667,0.479324,-0.266124,-1.18194
0.8,0.469158,-0.286355,-1.15434
0.803333,0.465658,-0.27683,-1.13983
0.806667,0.433282,-0.251624,-1.12771
0.81,0.403194,-0.297612,-1.12885
0.813333,0.416181,-0.32016,-1.11178
0.816667,0.398716,-0.330962,-1.10898
0.82,0.388119,-0.310213,-1.12259
0.823333,0.355928,-0.303393,-1.14404
0.826667,0.36207,-0.272538,-1.14317
0.83,0.377183,-0.281699,-1.11737
0.833333,0.408258,-0.318452,-1.12359
0.836667,0.397176,-0.306208,-1.14397
0.84,0.405967,-0.330305,-1.14652
0.843333,0.394707,-0.337177,-1.18398
0.846667,0.368321,-0.341739,-1.17751
0.85,0.393762,-0.342787,-1.17143
0.853333,0.381251,-0.350189,-1.16482
0.856667,0.405752,-0.368907,-1.15708
0.86,0.405584,-0.366026,-1.13819
0.863333,0.408339,-0.391224,-1.16975
0.866667,0.419088,-0.430277,-1.18678
0.87,0.415872,-0.449718,-1.20735
0.873333,0.42956,-0.458963,-1.24153
0.876667,0.439062,-0.444432,-1.23736
0.88,0.443811,-0.453331,-1.23527
0.883333,0.449417,-0.448318,-1.24113
0.886667,0.473445,-0.421696,-1.23951
0.89,0.45651,-0.417441,-1.22556
0.893333,0.448562,-0.440315,-1.2093
0.896667,0.473337,-0.449882,-1.20072
0.9,0.508676,-0.444633,-1.21928
0.903333,0.51377,-0.42232,-1.24649
0.906667,0.547221,-0.432973,-1.25312
0.91,0.582412,-0.425314,-1.25831
0.913333,0.599313,-0.437896,-1.2484
0.916667,0.586836,-0.410928,-1.23491
0.92,0.612891,-0.349743,-1.21342
0.923333,0.619974,-0.330974,-1.20166
0.926667,0.611818,-0.358176,-1.21995
0.93,0.613511,-0.351136,-1.25016
0.933333,0.628365,-0.340586,-1.23352
0.936667,0.635655,-0.372545,-1.2327
0.94,0.62902,-0.383412,-1.22031
0.943333,0.642141,-0.374186,-1.21859
0.946667,0.664284,-0.378618,-1.21945
0.95,0.689033,-0.359278,-1.21827
0.953333,0.676429,-0.332798,-1.23259
0.956667,0.658251,-0.325654,-1.23234
0.96,0.667027,-0.32214,-1.2401
0.963333,0.659581,-0.336652,-1.25225
0.966667,0.648859,-0.339208,-1.2634
0.97,0.639395,-0.309895,-1.25931
0.973333,0.643525,-0.317332,-1.29215
0.976667,0.643518,-0.303535,-1.28701
0.98,0.651473,-0.287329,-1.28236
0.983333,0.619727,-0.267641,-1.28136
0.986667,0.575708,-0.263576,-1.27743
0.99,0.558241,-0.24976,-1.29722
0.993333,0.550184,-0.255739,-1.28052
0.996667,0.563748,-0.217704,-1.2601
1,0.572267,-0.215264,-1.2285
