t,path_0,path_1,path_2
0.36,-0.107249,-0.637994,0.120667
0.363333,-0.117391,-0.661469,0.0925749
0.366667,-0.090642,-0.676361,0.0858104
0.37,-0.101295,-0.658537,0.100053
0.373333,-0.120995,-0.660419,0.073181
0.376667,-0.137976,-0.639001,0.0691312
0.38,-0.153752,-0.646696,0.0831096
0.383333,-0.139513,-0.628765,0.0931688
0.386667,-0.175382,-0.621513,0.125514
0.39,-0.187358,-0.628785,0.142069
0.393333,-0.194767,-0.627642,0.170533
0.396667,-0.218772,-0.624895,0.162638
0.4,-0.21453,-0.597244,0.159464
0.403333,-0.209768,-0.577068,0.156315
0.406667,-0.224646,-0.568243,0.146485
0.41,-0.224912,-0.55059,0.158135
0.413333,-0.229016,-0.528841,0.185063
0.416667,-0.236725,-0.53244,0.208434
0.42,-0.242513,-0.5545,0.223064
0.423333,-0.228162,-0.572773,0.234964
0.426667,-0.202022,-0.589806,0.250727
0.43,-0.17059,-0.607768,0.277985
0.433333,-0.204775,-0.630082,0.263021
0.436667,-0.190702,-0.630523,0.282301
0.44,-0.150777,-0.628536,0.282032
0.443333,-0.152023,-0.638195,0.27369
0.446667,-0.153711,-0.642972,0.294548
0.45,-0.163508,-0.648311,0.295572
0.453333,-0.152893,-0.630109,0.315095
0.456667,-0.150628,-0.637396,0.327168
0.46,-0.143374,-0.624006,0.327509
0.463333,-0.147709,-0.59866,0.331605
0.466667,-0.127139,-0.585195,0.340287
0.47,-0.114919,-0.591934,0.343005
0.473333,-0.117886,-0.637589,0.323354
0.476667,-0.115577,-0.6288,0.27239
0.48,-0.0806098,-0.619225,0.298787
0.483333,-0.0555805,-0.617472,0.321773
0.486667,-0.0531936,-0.614228,0.3434
0.49,-0.065384,-0.592023,0.343144
0.493333,-0.0535831,-0.55876,0.322577
0.496667,-0.0302868,-0.546981,0.351266
0.5,-0.031518,-0.556343,0.342155
0.503333,-0.0715999,-0.526948,0.362033
0.506667,-0.0729224,-0.512026,0.387792
0.51,-0.0582548,-0.507424,0.419841
0.513333,-0.0465275,-0.488677,0.434164
0.516667,-0.0309382,-0.514134,0.466292
0.52,-0.0398573,-0.51455,0.47932
0.523333,-0.0334172,-0.503279,0.476643
0.526667,0.00152239,-0.483306,0.47844
0.53,0.00303212,-0.479461,0.48237
0.533333,-0.00420601,-0.455526,0.517964
0.536667,0.00275518,-0.455781,0.51488
0.54,0.00617566,-0.450951,0.503445
0.543333,0.0173177,-0.458151,0.518631
0.546667,0.0228958,-0.478197,0.509375
0.55,0.0294466,-0.466954,0.549675
0.553333,0.0305446,-0.495915,0.560871
0.556667,0.014357,-0.468166,0.572816
0.56,0.0282448,-0.499718,0.600786
0.563333,0.0340667,-0.481488,0.603926
0.566667,0.0387978,-0.508487,0.634194
0.57,0.0376096,-0.505895,0.629552
0.573333,0.0546522,-0.522502,0.601754
0.576667,0.0793772,-0.499066,0.594504
0.58,0.0993316,-0.507554,0.596728
0.583333,0.12803,-0.491123,0.596482
0.586667,0.107438,-0.486489,0.612292
0.59,0.0875692,-0.478589,0.644085
0.593333,0.0672979,-0.474567,0.668143
0.596667,0.0484759,-0.481792,0.688454
0.6,-0.00688307,-0.472331,0.696599
0.603333,-0.0296722,-0.492227,0.701768
0.606667,-0.0400701,-0.519059,0.677421
0.61,-0.0662318,-0.535563,0.677423
0.613333,-0.0846957,-0.541438,0.657981
0.616667,-0.0772146,-0.53682,0.658647
0.62,-0.0643636,-0.574893,0.663532
0.623333,-0.0960148,-0.606553,0.705526
0.626667,-0.09846,-0.639675,0.709996
0.63,-0.0996662,-0.668786,0.692367
0.633333,-0.0632496,-0.682859,0.669238
0.636667,-0.0813406,-0.658519,0.652552
0.64,-0.0761845,-0.655217,0.6768
0.643333,-0.0685917,-0.675192,0.722595
0.646667,-0.0672647,-0.689173,0.720237
0.65,-0.0518633,-0.709527,0.713742
0.653333,-0.0502257,-0.715411,0.732185
0.656667,-0.0721617,-0.715703,0.772854
0.66,-0.0550393,-0.719042,0.790613
0.663333,-0.0447169,-0.721963,0.822735
0.666667,-0.0269505,-0.726116,0.848397
0.67,-0.0484567,-0.702227,0.877371
0.673333,-0.0526668,-0.694989,0.905365
0.676667,-0.0472233,-0.691483,0.919865
0.68,-0.0206611,-0.695329,0.931552
0.683333,-0.0176495,-0.688709,0.953888
0.686667,-0.0458807,-0.672888,0.970489
0.69,-0.0433498,-0.653582,0.983407
0.693333,-0.0378782,-0.654205,0.988229
0.696667,-0.0308757,-0.657067,0.997459
0.7,-0.0310455,-0.672322,0.999812
0.703333,-0.00383779,-0.666464,1.05047
0.706667,0.0404184,-0.679312,1.04694
0.71,0.0440057,-0.679425,1.04687
0.713333,0.0327997,-0.660241,1.03968
0.716667,0.00275693,-0.671273,1.05294
0.72,-0.00566144,-0.672626,1.04591
0.723333,-0.0365508,-0.694278,1.03151
0.726667,-0.0687548,-0.712964,1.02744
0.73,-0.0557314,-0.726783,1.04205
0.733333,-0.0755887,-0.770834,1.05919
0.736667,-0.100207,-0.748117,1.05527
0.74,-0.123972,-0.752238,1.05679
0.743333,-0.141437,-0.746057,1.06599
0.746667,-0.134804,-0.719603,1.10899
0.75,-0.149556,-0.689987,1.14803
0.753333,-0.148808,-0.645754,1.14199
0.756667,-0.143479,-0.613705,1.19453
0.76,-0.175425,-0.636041,1.19879
0.763333,-0.194328,-0.642672,1.22486
0.766667,-0.229564,-0.630728,1.23937
0.77,-0.239455,-0.616667,1.22776
0.773333,-0.259893,-0.636096,1.19508
0.776667,-0.272055,-0.639915,1.19626
0.78,-0.289663,-0.676847,1.22148
0.783333,-0.264324,-0.708719,1.23889
0.786667,-0.2891,-0.730406,1.28279
0.79,-0.277066,-0.740678,1.32872
0.793333,-0.298048,-0.726908,1.35018
0.796667,-0.303372,-0.711079,1.36074
0.8,-0.30546,-0.705611,1.38874
0.803333,-0.34149,-0.696865,1.36214
0.806667,-0.347667,-0.694987,1.34351
0.81,-0.362678,-0.684633,1.32236
0.813333,-0.353953,-0.667831,1.3119
0.816667,-0.358309,-0.632109,1.29939
0.82,-0.341313,-0.616374,1.34214
0.823333,-0.361685,-0.610662,1.32824
0.826667,-0.374851,-0.584757,1.31683
0.83,-0.373712,-0.564444,1.3048
0.833333,-0.389689,-0.571401,1.29857
0.836667,-0.430773,-0.540134,1.30078
0.84,-0.467488,-0.525853,1.33225
0.843333,-0.468024,-0.505182,1.33969
0.846667,-0.48928,-0.478983,1.34496
0.85,-0.511497,-0.483078,1.34187
0.853333,-0.491916,-0.479308,1.3577
0.856667,-0.498165,-0.466868,1.39228
0.86,-0.529768,-0.464194,1.41635
0.863333,-0.531506,-0.439012,1.42351
0.866667,-0.533674,-0.459529,1.4389
0.87,-0.534381,-0.494919,1.44312
0.873333,-0.501217,-0.467201,1.43275
0.876667,-0.503357,-0.456669,1.40787
0.88,-0.475934,-0.476506,1.41396
0.883333,-0.479921,-0.475372,1.42042
0.886667,-0.479045,-0.484863,1.43846
0.89,-0.483753,-0.504624,1.43432
0.893333,-0.497368,-0.511254,1.43402
0.896667,-0.512501,-0.506174,1.44687
0.9,-0.523309,-0.483646,1.44444
0.903333,-0.509842,-0.451934,1.43815
0.906667,-0.518459,-0.451817,1.43673
0.91,-0.530735,-0.470316,1.44697
0.913333,-0.499403,-0.48203,1.45956
0.916667,-0.484353,-0.478775,1.4752
0.92,-0.485916,-0.475113,1.4608
0.923333,-0.484285,-0.462006,1.46857
0.926667,-0.428868,-0.448891,1.51586
0.93,-0.387517,-0.435967,1.53404
0.933333,-0.35644,-0.421862,1.51481
0.936667,-0.3275,-0.42774,1.56959
0.94,-0.308816,-0.436789,1.55561
0.943333,-0.280752,-0.433585,1.5465
0.946667,-0.25787,-0.419336,1.58661
0.95,-0.242911,-0.444191,1.585
0.953333,-0.251427,-0.435087,1.55098
0.956667,-0.240762,-0.400057,1.51554
0.96,-0.226446,-0.398793,1.50421
0.963333,-0.211671,-0.390629,1.49726
0.966667,-0.184579,-0.376854,1.49369
0.97,-0.163408,-0.332983,1.49647
0.973333,-0.172887,-0.306515,1.49944
0.976667,-0.18265,-0.321987,1.48612
0.98,-0.197422,-0.286542,1.46685
0.983333,-0.201398,-0.302103,1.45094
0.986667,-0.208891,-0.322665,1.44667
0.99,-0.19094,-0.324758,1.44494
0.993333,-0.21245,-0.33745,1.45933
0.996667,-0.189489,-0.366479,1.47695
1,-0.203302,-0.370008,1.51472
