t,path_0,path_1,path_2
0.663333,0.0552627,-0.910036,1.4643
0.666667,0.173343,-0.911828,1.49402
0.67,-0.150085,-0.628231,1.58574
0.673333,-0.0876943,-0.66935,1.64541
0.676667,-0.00979505,-0.670775,1.57166
0.68,0.229788,-0.729304,1.54241
0.683333,0.110602,-0.641123,1.64064
0.686667,-0.204421,-0.515392,1.62769
0.69,-0.0354899,-0.409209,1.60782
0.693333,0.0109488,-0.530248,1.52816
0.696667,0.0551035,-0.570354,1.54113
0.7,0.0131261,-0.716759,1.4674
0.703333,0.280931,-0.576263,1.91809
0.706667,0.566762,-0.730581,1.56114
0.71,0.336218,-0.656204,1.52019
0.713333,0.164022,-0.454324,1.39901
0.716667,-0.106813,-0.663719,1.53364
0.72,-0.0392637,-0.619625,1.36048
0.723333,-0.295974,-0.825983,1.2237
0.726667,-0.435775,-0.886473,1.2387
0.73,-0.102582,-0.903517,1.394
0.733333,-0.339138,-1.24202,1.47253
0.736667,-0.455284,-0.740839,1.3166
0.74,-0.532385,-0.864084,1.32451
0.743333,-0.5416,-0.755405,1.38468
0.746667,-0.339063,-0.507681,1.74307
0.75,-0.484832,-0.347797,1.86889
0.753333,-0.36877,-0.0763324,1.54444
0.756667,-0.292497,-0.0238508,2.04336
0.76,-0.61986,-0.465716,1.74634
0.763333,-0.615577,-0.453249,1.91959
0.766667,-0.832355,-0.31733,1.86244
0.77,-0.697452,-0.251884,1.60709
0.773333,-0.798469,-0.538092,1.28955
0.776667,-0.761771,-0.486118,1.44619
0.78,-0.825121,-0.837675,1.67891
0.783333,-0.430641,-0.948195,1.69854
0.786667,-0.77747,-0.965504,2.01047
0.79,-0.497737,-0.91155,2.18614
0.793333,-0.745925,-0.677917,2.08705
0.796667,-0.661706,-0.562872,1.99959
0.8,-0.62541,-0.579606,2.15023
0.803333,-0.94677,-0.519383,1.66636
0.806667,-0.783231,-0.549505,1.565
0.81,-0.859188,-0.459655,1.42003
0.813333,-0.650731,-0.352124,1.41457
0.816667,-0.706306,-0.09547,1.34117
0.82,-0.486722,-0.152298,1.83534
0.823333,-0.7635,-0.213613,1.456
0.826667,-0.770862,-0.0185794,1.39186
0.83,-0.665371,0.0133389,1.31585
0.833333,-0.804841,-0.203328,1.31219
0.836667,-1.1046,0.111017,1.36672
0.84,-1.21491,0.0540973,1.66787
0.843333,-0.96853,0.14579,1.56042
0.846667,-1.11961,0.254999,1.54658
0.85,-1.17631,0.0275053,1.45926
0.853333,-0.808972,0.0424974,1.61062
0.856667,-0.930453,0.112271,1.84912
0.86,-1.18146,0.0422112,1.87119
0.863333,-0.994962,0.250062,1.76645
0.866667,-0.965177,-0.121801,1.83203
0.87,-0.923344,-0.395055,1.74565
0.873333,-0.557449,0.0635929,1.57635
0.876667,-0.739179,0.0210927,1.34893
0.88,-0.449538,-0.246758,1.52518
0.883333,-0.638546,-0.142716,1.54919
0.886667,-0.61491,-0.247845,1.68293
0.89,-0.669047,-0.395306,1.52424
0.893333,-0.777072,-0.349781,1.51896
0.896667,-0.846052,-0.250638,1.62899
0.9,-0.854986,-0.0421697,1.51618
0.903333,-0.638328,0.152954,1.44474
0.906667,-0.776279,-0.0346699,1.44725
0.91,-0.839166,-0.24792,1.54557
0.913333,-0.443231,-0.283086,1.60349
0.916667,-0.448712,-0.189533,1.673
0.92,-0.549556,-0.167403,1.41886
0.923333,-0.534183,-0.0567731,1.54926
0.926667,0.00661362,-0.00275993,1.96314
0.93,0.107634,0.0419751,1.86303
0.933333,0.15535,0.0938001,1.52648
0.936667,0.222072,-0.0645593,2.13549
0.94,0.194136,-0.145867,1.66326
0.943333,0.315706,-0.0782786,1.60059
0.946667,0.336446,0.0402872,2.01697
0.95,0.304362,-0.295021,1.75454
0.953333,0.0814296,-0.0791619,1.38217
0.956667,0.186371,0.221484,1.18315
0.96,0.236645,0.0346363,1.26006
0.963333,0.273136,0.0848937,1.26685
0.966667,0.427405,0.155482,1.28344
0.97,0.451376,0.497144,1.34094
0.973333,0.193906,0.492193,1.36141
0.976667,0.102184,0.145416,1.21229
0.98,-0.0224179,0.536475,1.09086
0.983333,0.0022929,0.15261,1.04311
0.986667,-0.0575129,-0.00660922,1.10236
0.99,0.159172,0.0620004,1.12635
0.993333,-0.15858,-0.0603261,1.29407
0.996667,0.17849,-0.284808,1.39905
1,-0.0891908,-0.156903,1.67569
